id,flow_id,flow_name,role,route,screen,state,device,environment,entry_path,preconditions,step_number,branch,action,expected_transition,actual_transition,api_endpoint,api_result,request_id,database_tables,database_result,rls_result,audit_event,sentry_issue,sentry_result,affected_roles,affected_role_result,purpose_clear,primary_action_clear,unnecessary_ui,generic_ai_patterns,copy_direct,native_behavior,football_specific,visual_consistency,accessibility,status,severity,evidence,issue,fix_commit,retest_status,notes
ROUTE-141,VERIFICATION-INSURANCE,Coach insurance verification,"coach authorised; parent, athlete, club_admin denied",/verification/insurance,app/verification/insurance.tsx,coach content; direct-entry denial,iPhone 13 responsive emulation,staging,Direct /verification/insurance,Four staging roles authenticated; no file selected and no mutation submitted,1,coach happy path; non-coach default deny,"Open route, exercise safe controls, then attempt direct entry as three unauthorised roles",Coach sees working verification controls; other roles leave /verification before data access,Coach saw document requirements and disabled submit; unauthorised roles redirected before read,GET /v1/coaches/:coachId/verification-status; document POST path covered without runtime mutation,Five coach HTTP 200 reads; zero unauthorised verification requests; zero document mutations,req_02bc84cb-8fdd-4128-a18b-b69f4e636498,CoachVerification | VerificationDocument | MediaObject | MalwareScanResult | AuditEvent,Read-only replay persisted five matching AuditEvent rows and no verification-document mutation,All five tables have RLS enabled; zero policies and zero anon/authenticated/PUBLIC table grants (default deny),coach_verification_status.read SUCCESS; sensitiveRead=true; selfRead=true; no non-coach event in window,Read-only Sentry query blocked by credential permission,blocked: HTTPS verified; Sentry API returned HTTP 403 for issue-read request,coach | parent | athlete | club_admin,coach stayed on exact route; parent -> /; athlete -> /development/my-progress; club_admin -> /club/my-clubs,passed after fix,passed after fix,removed,removed,passed after fix,responsive shared-RN pass; native semantic interaction blocked by host DevToolsSecurity,passed,passed after visual review,named controls and radio semantics pass; deterministic native semantic retest blocked,fixed,medium,reviews/ios-native-audit/screenshots/064-verification-insurance-after.png | reviews/ios-native-audit/runtime/2026-07-31/report.verification.json,"Unauthorised roles rendered coach verification and called status API; authorised screens contained marketing, fake process copy, dead controls, and inconsistent states",fix(verification): simplify coach evidence flows,"20/20 cross-role and 5/5 final coach flows passed; TypeScript, lint, and 10 focused tests passed; native blocked",Responsive evidence is not labelled native. Sentry requires a credential with project issue-read permission.
ROUTE-142,VIDEO-DETAIL-AUTHORITY,Video detail,owner; shared athlete; linked guardian; outsider; privileged admin,/videos/:id,app/videos/[id].tsx,loading; error; unavailable; shared; private; account switch,iPhone 16 Pro route contract; seed Fastify,local development audit,Deep link /videos/:id,Authenticated owner; explicitly shared family user; outsider; isolated seed API,1,owner; shared family; outsider; account switch,Open an authorised video; switch account; archive as owner; inspect share controls,Actor-specific cache frame; only authorised viewers receive a detail; one server backed family share action remains,Cache now keys by actor and video; generic deep-link share was removed; no fabricated coach identity,GET /v1/videos/:videoId; PATCH /v1/videos/:videoId/share; DELETE /v1/videos/:videoId,Seed Fastify passed outsider deny; explicit family share; db upload video lifecycle; unsafe media denial,,videos; videoShares; videoAnnotations; mediaObjects; malwareScanResults; auditEvents,In-process seed and db-fixture tests only; no production or staging mutation,Seed authority passed; direct Supabase RLS unavailable ENV-003,video read and visibility events are emitted by Fastify; audit-event rows not directly queried,ENV-004,Sentry read unavailable; no synthetic event sent,owner; shared athlete; linked guardian; outsider; privileged admin,Outsider gets 403; family access begins only after owner share; client cache changes when actor changes,Video detail presents playback facts and owner actions only,Archive and family share are the only visible outcome actions,Removed generic share link and invented Coach label,No generic AI copy added,Video unavailable; Archive video; Share; Make Private,Compiled route contract and seed Fastify proof passed; native interaction blocked ENV-009,Football coaching video and timestamped annotations,Existing concise hierarchy retained,Archive label retained; native VoiceOver pending ENV-009,passed,high,reviews/ios-native-audit/runtime/2026-08-03/video-detail-upload-authority/verification.md,Private video detail cache ignored authenticated actor and the screen exposed a non-authoritative generic share link plus a fabricated coach name,fix(video): scope private detail and simplify upload,Root typecheck; test compile; 16 client tests; four seeded Fastify video authority flows; eslint; React Doctor reviewed,No production or staging mutation; Supabase RLS and Sentry state unchanged
ROUTE-143,VIDEO-UPLOAD-AUTHORITY,Private video upload,authenticated media owner; outsider; scanner worker; system admin,/videos/upload,app/videos/upload.tsx,empty; selected; unsupported format; oversized; long duration; uploading; scan pending; unsafe media,iPhone 16 Pro route contract; seed Fastify,local development audit,Direct /videos/upload,Authenticated actor; isolated seed API and db fixture; no device media selected,1,owner; outsider; scanner worker; system admin,Select an allowed video; inspect validation; upload through signed target; wait for safety scan; create video,Only MP4 MOV and M4V are offered; selected media remains private until upload and safety checks finish,Picker rejects AVI before upload; direct input labels and truthful privacy copy added; API keeps owner and scanner boundaries,POST /v1/uploads/init; POST /v1/uploads/:uploadSessionId/complete; GET /v1/uploads/:uploadSessionId; POST /v1/uploads/:uploadSessionId/scan-result; POST /v1/videos,Seed Fastify passed owner completion; outsider deny; scanner worker rules; unsafe media creation denial; db video lifecycle,,uploadSessions; mediaObjects; malwareScanResults; videos; auditEvents,In-process seed and db-fixture tests only; no production or staging mutation,Seed authority passed; direct Supabase RLS unavailable ENV-003,upload init complete scan-result and video create audit outcomes asserted by route tests; audit-event rows not directly queried,ENV-004,Sentry read unavailable; no synthetic event sent,authenticated media owner; outsider; scanner worker; system admin,Only owner can complete upload; only scanner worker or system admin submits scan result; unsafe media cannot become a video,Upload makes a private coaching video with explicit limits,Upload is disabled until title and media are valid,Removed unsupported AVI claim; removed device-local privacy claim,No generic AI copy added,Select Video; Video Details; Upload; private until safety checks complete,Compiled route contract and seed Fastify proof passed; native interaction blocked ENV-009,Training video upload and coaching feedback,Existing concise section hierarchy retained,Back Upload title and description have labels; native VoiceOver pending ENV-009,passed,high,reviews/ios-native-audit/runtime/2026-08-03/video-detail-upload-authority/verification.md,Picker advertised AVI although the API rejects it and essential upload controls lacked semantic labels,fix(video): scope private detail and simplify upload,Root typecheck; test compile; 16 client tests; upload file policy 3/3; four seeded Fastify video authority flows; eslint; React Doctor reviewed,No production or staging mutation; Supabase RLS and Sentry state unchanged
UI-017,DEVELOPMENT-NEEDS-SIMPLIFICATION,Athlete progress and needs presentation,athlete parent and assigned coach,/development/athlete/:athleteId and /development/athlete/:athleteId/special-needs,Athlete Progress and Needs & notes,linked cross-role read,iPhone 16 Pro and responsive browser viewport,staging,Direct development routes after role login,Linked athlete with medical data and assigned coach,1,cross-role presentation and authorization,Open progress then Needs & notes as parent athlete and coach,Show factual profile and medical data; instantiate coach tools only for authorized managers,Invented trend and session-count badges were removed; all stored needs fields render; parent and athlete omit coach tools while assigned coach retains one Add action,/v1/athletes/:athleteId and /v1/athletes/:athleteId/coach-observations,Parent and athlete sent zero observation requests; assigned coach GET returned HTTP 200,req_48ae85ec-6130-4ab6-b08a-54c88dd18e1b,Athlete GuardianChildLink CoachAthleteRosterEntry CoachObservation AuditEvent,Staging athlete profile and authorized empty observation list read successfully; no destructive mutation,Direct RLS preflight passed; API authorization remained the external boundary,coach_observation.read SUCCESS actingRole=coach sensitiveRead=true count=0,,Sentry query unavailable in current task,athlete parent and assigned coach,Parent and athlete see complete read-only needs data without coach controls; assigned coach sees exactly one observation action,passed,passed,passed after fix,passed after fix,passed after fix,Shared React Native screen; responsive runtime passed; native role interaction remains blocked by host DevToolsSecurity,football development and coach support context retained,passed,One labelled Add observation control for coach; no dead restricted control for parent or athlete,fixed,high,reviews/ios-native-audit/screenshots/042-parent-development-authorized-controls.png | reviews/ios-native-audit/screenshots/046-parent-needs-coach-error-before.png | reviews/ios-native-audit/screenshots/047-parent-needs-clean-after.png | reviews/ios-native-audit/screenshots/048-parent-progress-clean-after.png | reviews/ios-native-audit/screenshots/049-coach-needs-authorized-after.png | reviews/ios-native-audit/screenshots/050-athlete-needs-readonly-after.png,The progress hero invented trend and medal status; needs screens printed a raw avatar URL omitted stored medical fields contradicted their own counts and called a coach-only endpoint for parent and athlete,fix(development): simplify athlete needs details,Root typecheck and 6 focused tests passed; live parent athlete and coach responsive flows passed with role-specific network assertions,Ponytail removed decorative metrics duplicate actions sensitive preview tags and authorization errors that non-coaches could never resolve
UI-018,PRODUCT-WALKTHROUGH-REMOVAL,Internal demo walkthrough removal,athlete coach security admin and club owner,/(tabs)/index and coach development and admin users and /club/:clubId/dashboard,Home Development Users and Owner Dashboard,first loaded product surface,iPhone 16 Pro responsive browser viewport,staging,Sign in as each role and open its primary product surface,Staging athlete coach security-admin and club-admin owner accounts,1,cross-role first surface,Open each role landing surface and inspect the first actionable viewport,Real data and actions appear first with no internal QA instructions or duplicate same-outcome actions,All four roles render product content directly; the athlete home retains one Find Coach action and no generic journey subtitle,,Existing role-scoped reads completed with no console errors; no new network request introduced,,User ClubMembership and device-local seen status,No database mutation; obsolete demo_walkthrough state is no longer read or written,Unchanged,No new audit event required for UI-only deletion,,Sentry query unavailable in current task,athlete coach security admin and club owner,Each role reaches its real product surface without internal check verify or walkthrough copy,passed,passed,passed after fix,passed after fix,passed after fix,Shared React Native surfaces; responsive runtime passed; native role interaction remains blocked by host DevToolsSecurity,Football bookings development progress staffing and club operations remain first-class,passed,Existing labelled controls retained; duplicate Find Coach action removed,fixed,high,reviews/ios-native-audit/screenshots/051-athlete-home-walkthrough-before.png | reviews/ios-native-audit/screenshots/052-athlete-home-direct-after.png | reviews/ios-native-audit/screenshots/053-coach-development-direct-after.png | reviews/ios-native-audit/screenshots/054-admin-users-direct-after.png | reviews/ios-native-audit/screenshots/055-owner-dashboard-direct-after.png,Internal demo walkthrough cards told real users to check verify and walk QA routes across four role surfaces; the athlete home also duplicated Find Coach in one context,fix(ui): remove internal walkthroughs,Root typecheck test compile focused boundary tests React Doctor and four-role responsive runtime passed,Deleted the card hook builder stale tests and demo seen-state allowlist instead of renaming or hiding the feature
UI-019,ADMIN-USER-SUMMARY-AUTHORITY,Admin user summary and role boundary,security admin and club admin,/(tabs)/index and /v1/admin/users/summary and /club/my-clubs,Users and My Clubs,success denial loading error and refresh,iPhone 16 Pro responsive browser viewport,staging,Sign in as security admin and club admin from the shared login route,Populated staging User and UserRoleMembership tables,1,system-admin success and club-admin denial,Open the role landing and reconcile every displayed count against API and database truth,System admin sees active account totals; club admin cannot read the platform summary and lands on governed clubs,Security admin rendered 29 active accounts with 9 coaches 6 athletes and 8 parents; club admin made zero product summary requests and landed on My Clubs,/v1/admin/users/summary,Security admin GET returned 200; direct club-admin GET returned 403,req_e385d0d4-e2a9-4293-8fb7-0a181c3077f9 | req_fc6070c9-d400-4bc5-8144-1a47f65ad951,User UserRoleMembership AuditEvent,Direct staging database counts matched the API and UI exactly with no mutation,RLS enabled on all three tables with zero client policies so direct non-bypass access remains default-deny,admin.users.summary.read SUCCESS sensitiveRead=true actingRole=security_admin total=29 | admin.users.summary.read DENY sensitiveRead=true actingRole=club_admin reason=SYSTEM_ADMIN_REQUIRED,,Sentry auth token unavailable; both responsive flows had zero console errors,security admin and club admin,System admin sees truthful aggregate data while club admin remains in club scope,passed,passed,passed after fix,passed after fix,passed after fix,Shared React Native surfaces; responsive runtime passed; native role interaction remains blocked by host DevToolsSecurity,Football club governance and role boundaries retained,passed,Role rows expose labelled count semantics; no platform directory control is rendered for club admin,fixed,high,reviews/ios-native-audit/screenshots/054-admin-users-direct-after.png | reviews/ios-native-audit/screenshots/056-admin-user-summary-authoritative-after.png | reviews/ios-native-audit/screenshots/057-club-admin-governed-home-after.png,The Users tab read an intentionally empty auth-switcher array in API mode and showed three giant false zeros while club admins shared the platform-admin landing,fix(admin): load authoritative user summary,Root typecheck test compile lint focused Fastify and frontend tests live two-role runtime direct database reconciliation RLS metadata and audit persistence passed,Ponytail replaced fake switcher-derived cards with one compact read-only summary and sent club admins to their real club authority
UI-020,CLUB-ADMIN-CLUBS-FIRST,Club-admin managed clubs first and invite validation,club admin,/club/my-clubs,My Clubs,populated success empty loading error invalid invite and valid long-link input,iPhone 16 Pro responsive browser viewport,staging,Sign in as active club admin and follow governed tab redirect,Active club-admin membership with managed and followed staging clubs,1,club-list priority and non-mutating invite validation,Open My Clubs then inspect order and exercise blank invalid and long-link input states without submitting,Existing managed clubs appear first; secondary join/create controls remain accessible and truthful,Riverside FC and Northbridge United rendered before compact join/create controls; invalid codes remained disabled; long invite link was preserved and enabled Join,/v1/clubs,GET 200; no join/create mutation sent,req_1b68f079-0a17-4344-9b59-3c8d3dafc820,Club ClubMembership,Live club authority returned the managed and followed clubs; no database mutation,Unchanged; read stayed behind backend club authority and no direct client database access was introduced,No new audit event expected for list presentation or client-only validation,"",Sentry auth token unavailable; live flow had zero console errors,club admin coach parent and athlete,Club admin live flow passed; shared card retains role-gated create and common join controls,passed,passed,passed after fix,passed after fix,passed after fix,Shared React Native surface; responsive runtime passed; native role interaction remains blocked by host DevToolsSecurity,Football club management membership and invite-code context retained,passed,Input and buttons are labelled; disabled Join retains button role/state; icon-only Close has a VoiceOver label,fixed,high,reviews/ios-native-audit/screenshots/057-club-admin-governed-home-after.png | reviews/ios-native-audit/screenshots/058-club-admin-clubs-first-after.png | reviews/ios-native-audit/screenshots/059-club-admin-join-validation-after.png,Giant join/create marketing panel outranked existing managed clubs duplicated Open and truncated legitimate invite URLs at 24 characters; disabled Join lost its button role,fix(club): prioritize managed clubs,Root typecheck test compile focused tests lint and live club-admin responsive flow with API control state and console assertions passed,Ponytail removed the avatar subtitle helper divider duplicate labels and oversized create treatment; no staging mutation executed
SEC-001,VERIFICATION-EVIDENCE-UPLOAD-POLICY,Coach verification evidence upload boundary,coach,/verification/id | /verification/background | /verification/credentials | /verification/insurance,Photo ID | DBS certificate | Credentials | Insurance,"allowed exact limit; denied unsupported, mismatched, oversized and empty",iPhone 13 responsive emulation; isolated Fastify test process,staging read-only UI; seed API tests,Coach verification document picker and API attachment,Coach-owned private AVAILABLE media; clean scan for attachment test,1,clean success; wrong owner; infected; public; SVG; text; kind mismatch; oversize; empty,Choose or attach verification evidence,"Only PDF, JPEG, PNG, WebP or HEIC up to 20 MiB reaches verification attachment; ownership, privacy, availability and a clean malware scan remain mandatory","All four pickers use an explicit allowlist; service rejects SVG, text, empty and oversized selections; API accepts an exact-limit clean PDF and rejects five unsafe boundary cases without linking them",POST /v1/uploads/init | POST /v1/coaches/me/verifications/:type/documents,"Focused API proof: exact 20 MiB private clean PDF 201; wrong owner 403; infected, public, SVG, text, kind mismatch, oversize and empty evidence 400",isolated Fastify app.inject; no staging mutation or staging request ID,CoachVerification | VerificationDocument | MediaObject | MalwareScanResult | AuditEvent,Seed proof linked the exact-limit PDF; five denied media IDs created no VerificationDocument row; staging remained read-only,Unchanged: all five tables have RLS enabled with zero policies and zero anon/authenticated/PUBLIC grants,"Isolated boundary proof persisted one SUCCESS and five DENY coach_verification_documents.submit events; existing tests retain wrong-owner, infected and public denials",,blocked: Sentry issue-read request returns HTTP 403 for the current token,coach; platform verification reviewers unchanged,Coach evidence attachment is constrained; platform review authority is unchanged,passed,passed,removed generic image wildcard; no extra control added,none added,passed,shared React Native picker policy implemented; deterministic native semantic retest blocked by host DevToolsSecurity,"DBS, coaching qualification, insurance and ID evidence","5/5 responsive coach route replay; zero overflow, nested controls or product-text findings",existing named controls and radio semantics retained; native tree remains blocked,fixed,high,reviews/ios-native-audit/runtime/2026-07-31/report.verification-upload-policy.json | services/verification-service.ts | apps/api/src/modules/p0-core/routes.test.ts,Verification evidence inherited the general 2 GB upload ceiling and a broad image/document picker,fix(security): constrain verification evidence uploads,"root/API typecheck, test compile, focused lint, frontend 12/12, API positive/denial proof, coach responsive 5/5",No destructive staging or production upload. Sources: https://cheatsheetseries.owasp.org/cheatsheets/File_Upload_Cheat_Sheet.html | https://developer.apple.com/documentation/avfoundation/avfiletype/heic. React Doctor changed-scope reported no verification-slice location.
SEC-002,ADD-CHILD-CREATE-AUTHORITY,Child creation assignment-scope boundary,family owner; delegated admin; assigned guardian; unrelated authenticated user,POST /v1/athletes | /add-child,Add Child,owner/admin success; guardian/outsider denial,iPhone 13 responsive emulation; isolated Fastify test process,staging read-only UI; seed API tests,Add-child entry points and direct POST,"Active family with owner, assigned guardian, and child-scoped guardian link",1,owner success; delegated admin success; assigned guardian deny; unrelated user deny,Open the form or create an athlete,"Only family owner, primary guardian or explicit family admin can create; denial creates nothing and is audited",Repository and client use explicit family-admin authority; unauthorised controls are absent and direct routes redirect,POST /v1/athletes,Owner 201; delegated admin 201; assigned guardian 403; unrelated user 403,Isolated Fastify app.inject; no staging mutation request ID,Family | FamilyMembership | Athlete | GuardianChildLink | AuditEvent,Both denials left Athlete and GuardianChildLink counts unchanged; authorised creates added exactly one of each,Unchanged from prior Supabase review; application writes remain behind Fastify authority,Focused proof persisted 2 SUCCESS and 2 DENY athlete.create events,,blocked: current Sentry token returns HTTP 403 for issue reads,family owner | delegated admin | assigned guardian | unrelated roles,Admin scopes create; child assignment alone does not escalate authority,passed,passed,Add-child entry points removed for actors who cannot complete them,none added,passed,Shared React Native capability gate; deterministic native replay remains blocked by host DevToolsSecurity,Youth athlete and guardian assignment governance,5/5 cross-role replay passed with zero automated layout findings,Direct route blocks before form content; existing labelled controls retained,fixed,high,reviews/ios-native-audit/runtime/2026-07-31/add-child-authority-final/report.json | apps/api/src/modules/family-athlete/routes.test.ts | __tests__/hooks/add-child-authority-boundary.test.ts,"Any family member could create an athlete and become that child’s primary guardian, escaping assignment scope",fix(security): restrict child creation authority,API 26/26; UI boundary 1/1; permission service 3/3; role replay 5/5; root/API typecheck passed,No destructive staging or production create. The runner now separates family-owner and assigned-guardian fixtures.
UI-022,ADD-CHILD-VISUAL-SIMPLIFICATION,Add-child registration design and control integrity,family admin,/add-child,Player details | Support needs | Safety,initial; required choices; support yes/no; medical yes/no; step transition,iPhone 13 responsive emulation,staging read-only responsive replay,Direct /add-child as family owner,Authorised family owner; no profile submission,1-3,details; support collapsed; support expanded; safety; medical expanded,Complete required player fields and traverse every step without submitting,"Compact football registration with one hierarchy, direct trust copy and controls that complete their stated intent","All three steps use one title, 1 / 3 progress, compact fields, semantic choices and stable top-of-step scroll; support and medical branches expand cleanly; all four consent flags default denied",GET /v1/me | GET /v1/families/:familyId,Five responsive flows completed with no failed request or console error; no POST /v1/athletes was submitted,Read-only responsive replay; see report,Family | FamilyMembership | Athlete | GuardianChildLink | AuditEvent,"No athlete, guardian link or consent mutation was submitted",Unchanged; this slice exercised the shared client without a write,No create event expected because the final Add child action was not pressed,,blocked: current Sentry token returns HTTP 403 for issue reads,family admin; unauthorised roles remain blocked by SEC-002,Authorised registration flow passed; existing direct-route denial remains intact,passed,passed,"removed duplicate title block, generic step dots, oversized photo treatment, card explainers and unreachable consent step",passed: one restrained progress rule and ordinary native form controls,"passed: Player details, Support needs, Safety, Continue and Add child",Shared React Native controls; deterministic native visual and VoiceOver replay remains blocked by host lock/DevToolsSecurity,Youth player registration and assigned-coach support context,"Manual review plus 5/5 replay at 390px; zero overflow, nested controls or product-text findings","Semantic progressbar, radio/checkbox state, default-off native Switch, labelled inputs/actions, explicit date Done and working cancel; native tree remains blocked",fixed,medium,reviews/ios-native-audit/runtime/2026-07-31/add-child-redesign/report.json | reviews/ios-native-audit/runtime/2026-07-31/add-child-redesign/parent__parent_add_child.png | reviews/ios-native-audit/runtime/2026-07-31/add-child-redesign/parent__parent_add_child_support.png | reviews/ios-native-audit/runtime/2026-07-31/add-child-redesign/parent__parent_add_child_support_details.png | reviews/ios-native-audit/runtime/2026-07-31/add-child-redesign/parent__parent_add_child_safety.png | reviews/ios-native-audit/runtime/2026-07-31/add-child-redesign/parent__parent_add_child_medical_details.png | __tests__/hooks/add-child-ui-boundary.test.ts,"Oversized photo/close treatment, generic wizard dots, duplicate hierarchy, vague copy, handmade switches, stale step scroll and a no-op cancel made the flow look generated and behave inconsistently",fix(ui): simplify child registration,5/5 responsive branch replay; focused UI/authority tests 5/5; root typecheck and test compile passed; React Doctor remained 84/100,No staging or production create was submitted. Ponytail deleted 152 lines of unreachable duplicate consent UI. Non-form service consent fallbacks are tracked separately in SEC-003.
SEC-003,CHILD-MEDIA-CONSENT-DEFAULT-DENY,Child consent default-deny and audited guardian updates,family admin; child; assigned coach,/add-child | /child/:id/medical | GET and PUT /v1/athletes/:athleteId/consents,Add child and child health consent synchronization,missing consent; explicit grant; explicit revoke; profile hydration,shared React Native service; isolated Fastify harness,local mock/service tests; isolated seed API; read-only staging catalog,Create or hydrate a child then read and update consent through family health authority,No implicit consent decision; authorised guardian for writes,1-3,missing=denied; explicit grant=granted; explicit revoke=denied,"Resolve missing values, grant selected types, then revoke a prior grant",Every unresolved type stays denied; only the guardian write changes state; each resulting state is auditable,"All four missing values resolve false in creation, clearing, API mapping and hydration; explicit video/emergency grants resolve true; photo revocation resolves false and supersedes the prior row",GET /v1/athletes/:athleteId/consents | PUT /v1/athletes/:athleteId/consents,26/26 isolated family-athlete route tests passed; missing read returned four denials and two guardian updates returned the requested final states,Isolated Fastify app.inject requests; no live consent mutation,ChildConsent | AuditEvent,"Seed repository retained four current rows, superseded the previous four and set revokedAt for denied rows; Prisma implementation uses the same default-deny replacement transaction","Read-only staging preflight: 55/55 migrations applied, zero current public tables without RLS and zero direct anon/authenticated grants",Two consents.update SUCCESS events persisted with complete grantedTypes and deniedTypes metadata; two consent reads persisted,,blocked: current Sentry token returns HTTP 403 for issue reads,children; family administrators; assigned coaches consuming consent,Children remain denied by default; authorised guardian grants/revokes work; coach-facing consent consumers receive backend state instead of invented client grants,passed,passed,not applicable; no new control or copy added,not applicable; security boundary only,unchanged,Shared service behavior; native and responsive clients use the same false defaults,"Session photography, training video and emergency-treatment safeguarding",not applicable,No UI semantic change; Add Child retains the labelled default-off native Switch,fixed,high,__tests__/services/child-service.test.ts | __tests__/services/family-member-service-api-mode.test.ts | apps/api/src/modules/family-athlete/routes.test.ts | services/child-service.ts | services/family/family-api-support.ts | apps/api/src/modules/family-athlete/routes.ts | docs/trust/auth-and-permission-boundaries.md,"Missing, cleared and hydrated client consent previously became granted for photo, video and emergency treatment without a guardian decision",fix(security): default child consent to denied,test compile passed; focused app tests 28/28; focused Fastify tests 26/26; migration audit passed with 0 missing RLS and 0 current direct role grants,No staging or production child or consent was changed. Supabase MCP tool availability remains blocked in ENV-003; the separate future-default privilege blocker is SEC-004.
SEC-004,SUPABASE-FUTURE-OBJECT-DEFAULT-PRIVILEGES,Supabase public-schema current and future access posture,system,Postgres catalog and Supabase control plane,Database release preflight,current objects closed; future supabase_admin defaults open,local audit task,staging database read-only,npm run audit:db:stage -- --json,Staging DATABASE_URL; Prisma read-only catalog access; no production target,1,current RLS/grants; future default privileges,"Query applied migrations, RLS flags, direct grants, default grants and security-definer functions","All current public objects and future objects remain inaccessible to PUBLIC, anon and authenticated outside Fastify","Current objects passed, but supabase_admin defaults still grant future table, sequence and routine privileges to PUBLIC, anon or authenticated",Supabase Postgres catalog; MCP server reachability,Database query completed read-only; MCP endpoint returned expected unauthenticated HTTP 401 but configured MCP tools were not exposed in this task,Read-only local audit; no database write,pg_tables | pg_class | pg_default_acl | pg_proc | _prisma_migrations,59/59 migrations applied; required columns present; connected principal postgres cannot alter supabase_admin defaults,zero rlsDisabledTables; zero current direct anon/authenticated/PUBLIC grants; 25 unsafe supabase_admin future-default grant findings,No product audit event expected from read-only catalog inspection,,not applicable,all roles; future objects only,No current direct exposure found; a future Supabase-owned public object could inherit unintended Data API authority,failed release posture,requires Supabase owner/control-plane authority,not applicable,not applicable,not applicable,not applicable,"Protects all Clubroom family, medical, safeguarding and commercial data",not applicable,not applicable,pending,high,scripts/db-staging-preflight.js | scripts/audit-db-migrations.js | scripts/sql/revoke-supabase-default-grants.sql | packages/db/prisma/migrations/20260707221642_enable_public_table_rls/migration.sql,"Supabase supabase_admin default privileges can give future public-schema objects broad PUBLIC, anon or authenticated access despite current objects being closed",,pending authorised default-privilege revocation and a clean read-only staging preflight,No write was attempted: current postgres lacks supabase_admin USAGE and Supabase MCP tools are not exposed in this task. Current ChildConsent remains RLS-enabled with no direct anon/authenticated grant.
SEC-005,CHILD-CREATE-ATOMICITY,Atomic child profile and protected-data creation,family admin; child; downstream assigned coach,/add-child | POST /v1/athletes,Add Child final submission,successful create; injected protected-data write failure,shared React Native service; isolated Fastify harness,local API-mode app test; isolated seed API; Prisma source/type proof,Complete Add Child and press Add child once,Authorised family administrator; profile and safeguarding data entered,3,complete success; medical initialization failure after base rows,Submit the player profile and protected data through the create command,"Athlete, guardian assignment and all supplied protected records commit together or none remain","Success created the complete bundle; injected medical failure after athlete, link and support tag insertion returned 500 and restored every affected table count",POST /v1/athletes,Success returned 201; injected repository failure returned 500; app API-mode proof observed exactly one write and no medical/contact/consent follow-up write,Isolated Fastify app.inject and mocked app API transport; no live request,Athlete | GuardianChildLink | ChildSenTag | ChildMedicalRecord | ChildEmergencyContact | ChildConsent | AuditEvent,Seed success persisted the complete bundle; seed failure left all seven domain table counts unchanged; Prisma writes the same records inside one $transaction,Unchanged read-only staging posture: current affected public tables have RLS enabled with zero direct anon/authenticated/PUBLIC grants,"Successful bundled create persisted athlete.create plus medical.update, emergency_contacts.update and final-state consents.update; rollback persisted athlete.create ERROR only",,blocked: current Sentry token returns HTTP 403 for issue reads,family administrators; newly created children; coaches consuming protected state,Admin receives one truthful create result; children cannot be orphaned by a later client write failure; downstream roles see one consistent backend record,passed,passed: one submit intent and one backend write,not applicable; no UI or copy added,not applicable; integrity boundary only,unchanged,Shared service sends one request on iOS and responsive clients; deterministic native interaction remains blocked by host DevToolsSecurity,"Youth player registration, guardian assignment and safeguarding records",unchanged,No semantic UI change; existing labelled Add child action remains the single submit control,fixed,high,__tests__/services/family-member-service-api-mode.test.ts | apps/api/src/modules/family-athlete/routes.test.ts | apps/api/src/modules/family-athlete/routes.ts | apps/api/src/repositories/p0/family-athlete-repository.ts | services/child-service.ts | docs/backend-api/ROUTE_INVENTORY_V1.md | docs/trust/auth-and-permission-boundaries.md,"The client created the athlete first and could then fail during medical, contact or consent synchronization, leaving a real partial child while reporting failure",fix(api): create child trust data atomically,root/API typecheck and focused lint passed; test compile passed; app API-mode tests 12/12; Fastify family-athlete tests 27/27 including injected rollback,No staging or production create was submitted. Prisma atomicity is implemented in the existing transaction and validated by API typecheck; destructive database failure injection was intentionally confined to the isolated seed repository.
